,year,words
36,1921,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
37,1917,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
38,1923,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
39,1949,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
40,1905,"['underdevelopment', 'unemployment', 'stagnation', 'recession', 'bearish']"
41,1914,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
42,2009,"['underdevelopment', 'stagnation', 'bearish']"
43,1912,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
44,1994,"['underdevelopment', 'stagnation', 'bearish']"
45,1935,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
46,1984,"['underdevelopment', 'bearish']"
47,1952,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
48,1989,"['underdevelopment', 'bearish']"
49,1929,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
50,2005,"['underdevelopment', 'bearish']"
51,1996,"['underdevelopment', 'bearish']"
52,1911,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
53,1933,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
54,1982,"['underdevelopment', 'stagnation', 'bearish']"
55,1904,"['underdevelopment', 'unemployment', 'recession', 'bearish']"
56,1964,"['underdevelopment', 'recession', 'bearish']"
57,1941,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
58,1979,"['underdevelopment', 'stagnation', 'bearish']"
59,1907,"['underdevelopment', 'unemployment', 'stagnation', 'recession', 'bearish']"
60,1992,"['underdevelopment', 'stagnation', 'bearish']"
61,1926,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
62,1976,"['underdevelopment', 'bearish']"
63,1986,"['underdevelopment', 'bearish']"
64,1957,"['underdevelopment', 'stagnation', 'bearish']"
65,1947,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
66,1920,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
67,1968,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
68,1946,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
69,1961,"['underdevelopment', 'recession', 'bearish']"
70,2002,"['underdevelopment', 'bearish']"
71,1932,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
72,1980,"['underdevelopment', 'stagnation', 'bearish']"
73,1977,"['underdevelopment', 'stagnation', 'bearish']"
74,1902,"['underdevelopment', 'unemployment', 'stagnation', 'recession', 'bearish']"
75,1931,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
76,2007,"['underdevelopment', 'stagnation', 'bearish']"
77,1918,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
78,1990,"['underdevelopment', 'bearish']"
79,1939,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
80,1925,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
81,1910,"['underdevelopment', 'unemployment', 'stagnation', 'recession', 'bearish']"
82,1944,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
83,1940,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
84,1945,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
85,1969,"['underdevelopment', 'recession', 'bearish']"
86,1973,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
87,2003,"['underdevelopment', 'stagnation', 'bearish']"
88,1959,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
89,1966,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
90,1915,"['underdevelopment', 'unemployment', 'stagnation', 'recession', 'bearish']"
91,1942,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
92,1951,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
93,1901,"['underdevelopment', 'unemployment', 'stagnation', 'recession', 'bearish']"
94,1930,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
95,1967,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
96,1963,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
97,1981,"['underdevelopment', 'stagnation', 'bearish']"
98,1938,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
99,1974,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
100,2000,"['underdevelopment', 'stagnation', 'bearish']"
101,1950,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
102,1927,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
103,1937,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
104,1936,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
105,2008,"['underdevelopment', 'stagnation', 'bearish']"
106,1965,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
107,1909,"['underdevelopment', 'unemployment', 'stagnation', 'recession', 'bearish']"
108,1988,"['underdevelopment', 'bearish']"
109,1953,"['underdevelopment', 'stagnation', 'recession', 'bearish']"
