,year,words
42,2009,"['in entwicklung', 'bärisch', nan, nan]"
43,1912,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
44,1994,"['in entwicklung', 'bärisch', nan, nan]"
45,1935,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
46,1984,"['in entwicklung', 'bärisch', nan, nan]"
47,1952,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
48,1989,"['in entwicklung', 'bärisch', nan, nan]"
49,1929,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
50,2005,"['in entwicklung', 'bärisch', nan, nan]"
51,1996,"['in entwicklung', 'bärisch', nan, nan]"
52,1911,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
53,1933,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
54,1982,"['in entwicklung', 'bärisch', nan, nan]"
55,1904,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
56,1964,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
57,1941,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
58,1979,"['in entwicklung', 'bärisch', nan, nan]"
59,1907,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
60,1992,"['in entwicklung', 'bärisch', nan, nan]"
61,1926,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
62,1976,"['in entwicklung', 'bärisch', nan, nan]"
63,1986,"['in entwicklung', 'bärisch', nan, nan]"
64,1957,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
65,1947,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
66,1920,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
67,1968,"['in entwicklung', 'bärisch', nan, nan]"
68,1946,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
69,1961,"['in entwicklung', 'bärisch', nan, nan]"
70,2002,"['in entwicklung', 'bärisch', nan, nan]"
71,1932,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
72,1980,"['in entwicklung', 'bärisch', nan, nan]"
73,1977,"['in entwicklung', 'bärisch', nan, nan]"
74,1902,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
75,1931,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
76,2007,"['in entwicklung', 'bärisch', nan, nan]"
77,1918,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
78,1990,"['in entwicklung', 'bärisch', nan, nan]"
79,1939,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
80,1925,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
81,1910,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
82,1944,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
83,1940,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
84,1945,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
85,1969,"['in entwicklung', 'bärisch', nan, nan]"
86,1973,"['in entwicklung', 'bärisch', nan, nan]"
87,2003,"['in entwicklung', 'bärisch', nan, nan]"
88,1959,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
89,1966,"['in entwicklung', 'bärisch', nan, nan]"
90,1915,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
91,1942,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
92,1951,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
93,1901,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
94,1930,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
95,1967,"['in entwicklung', 'bärisch', nan, nan]"
96,1963,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
97,1981,"['in entwicklung', 'bärisch', nan, nan]"
98,1938,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
99,1974,"['in entwicklung', 'bärisch', nan, nan]"
100,2000,"['in entwicklung', 'bärisch', nan, nan]"
101,1950,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
102,1927,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
103,1937,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
104,1936,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
105,2008,"['in entwicklung', 'bärisch', nan, nan]"
106,1965,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
107,1909,"['in entwicklung', 'stagnation', 'rezession', 'bärisch', nan, nan]"
108,1988,"['in entwicklung', 'bärisch', nan, nan]"
109,1953,"['in entwicklung', 'rezession', 'bärisch', nan, nan]"
