,year,words
45,1935,"['la prospérité', 'boom', 'haussier']"
46,1984,"['la prospérité', 'boom', 'haussier']"
47,1952,"['la prospérité', 'boom', 'haussier']"
48,1989,"['la prospérité', 'boom', 'haussier']"
49,1929,"['la prospérité', 'boom', 'haussier']"
50,2005,"['la prospérité', 'boom', 'haussier']"
51,1996,"['la prospérité', 'boom', 'haussier']"
52,1911,"['la prospérité', 'boom', 'haussier']"
53,1933,"['la prospérité', 'boom', 'haussier']"
54,1982,"['la prospérité', 'boom', 'haussier']"
55,1904,"['la prospérité', 'boom', 'haussier']"
56,1964,"['la prospérité', 'boom', 'haussier']"
57,1941,"['la prospérité', 'boom', 'haussier']"
58,1979,"['la prospérité', 'boom', 'haussier']"
59,1907,"['la prospérité', 'boom', 'haussier']"
60,1992,"['la prospérité', 'boom', 'haussier']"
61,1926,"['la prospérité', 'boom', 'haussier']"
62,1976,"['la prospérité', 'boom', 'haussier']"
63,1986,"['la prospérité', 'haussier']"
64,1957,"['la prospérité', 'boom', 'haussier']"
65,1947,"['la prospérité', 'boom', 'haussier']"
66,1920,"['la prospérité', 'boom', 'haussier']"
67,1968,"['la prospérité', 'boom', 'haussier']"
68,1946,"['la prospérité', 'boom', 'haussier']"
69,1961,"['la prospérité', 'boom', 'haussier']"
70,2002,"['la prospérité', 'haussier']"
71,1932,"['la prospérité', 'boom', 'haussier']"
72,1980,"['la prospérité', 'boom', 'haussier']"
73,1977,"['la prospérité', 'boom', 'haussier']"
74,1902,"['la prospérité', 'boom', 'haussier']"
75,1931,"['la prospérité', 'boom', 'haussier']"
76,2007,"['la prospérité', 'boom', 'haussier']"
77,1918,"['la prospérité', 'boom', 'haussier']"
78,1990,"['la prospérité', 'boom', 'haussier']"
79,1939,"['la prospérité', 'boom', 'haussier']"
80,1925,"['la prospérité', 'boom', 'haussier']"
81,1910,"['la prospérité', 'boom', 'haussier']"
82,1944,"['la prospérité', 'boom', 'haussier']"
83,1940,"['la prospérité', 'boom', 'haussier']"
84,1945,"['la prospérité', 'boom', 'haussier']"
85,1969,"['la prospérité', 'boom', 'haussier']"
86,1973,"['la prospérité', 'boom', 'haussier']"
87,2003,"['la prospérité', 'boom', 'haussier']"
88,1959,"['la prospérité', 'boom', 'haussier']"
89,1966,"['la prospérité', 'boom', 'haussier']"
90,1915,"['la prospérité', 'boom', 'haussier']"
91,1942,"['la prospérité', 'boom', 'haussier']"
92,1951,"['la prospérité', 'boom', 'haussier']"
93,1901,"['la prospérité', 'boom', 'haussier']"
94,1930,"['la prospérité', 'boom', 'haussier']"
95,1967,"['la prospérité', 'boom', 'haussier']"
96,1963,"['la prospérité', 'boom', 'haussier']"
97,1981,"['la prospérité', 'boom', 'haussier']"
98,1938,"['la prospérité', 'boom', 'haussier']"
99,1974,"['la prospérité', 'boom', 'haussier']"
100,2000,"['la prospérité', 'haussier']"
101,1950,"['la prospérité', 'boom', 'haussier']"
102,1927,"['la prospérité', 'boom', 'haussier']"
103,1937,"['la prospérité', 'boom', 'haussier']"
104,1936,"['la prospérité', 'boom', 'haussier']"
105,2008,"['la prospérité', 'boom', 'haussier']"
106,1965,"['la prospérité', 'boom', 'haussier']"
107,1909,"['la prospérité', 'boom', 'haussier']"
108,1988,"['la prospérité', 'haussier']"
109,1953,"['la prospérité', 'boom', 'haussier']"
