,year,words
24,1948,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
25,2004,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
26,1978,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
27,1999,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
28,1998,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
29,1934,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
30,1997,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
31,2001,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
32,1991,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
33,1903,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'режим', 'налогообложение']"
34,1962,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
35,1970,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
36,1921,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
37,1917,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'органы власти', 'налогообложение']"
38,1923,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
39,1949,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
40,1905,"['юрисдикция', 'юрисдикционный', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение', 'налог']"
41,1914,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
42,2009,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
43,1912,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение', 'налог']"
44,1994,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
45,1935,"['административный', 'юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
46,1984,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
47,1952,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
48,1989,"['юрисдикция', 'юрисдикционный', 'бюрократы', 'органы власти', 'налогообложение']"
49,1929,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
50,2005,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
51,1996,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
52,1911,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'режим', 'налогообложение']"
53,1933,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
54,1982,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
55,1904,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'режим', 'общественность', 'налогообложение', 'налог']"
56,1964,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'органы власти', 'налогообложение']"
57,1941,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
58,1979,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
59,1907,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение', 'налог']"
60,1992,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
61,1926,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
62,1976,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
63,1986,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
64,1957,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
65,1947,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
66,1920,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'органы власти', 'суверенитет', 'налогообложение']"
67,1968,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
68,1946,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
69,1961,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
70,2002,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
71,1932,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'органы власти', 'суверенитет', 'налогообложение']"
72,1980,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
73,1977,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
74,1902,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'общественность', 'налогообложение']"
75,1931,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'органы власти', 'налогообложение']"
76,2007,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
77,1918,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
78,1990,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
79,1939,"['юрисдикция', 'юрисдикционный', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
80,1925,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
81,1910,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'режим', 'налогообложение']"
82,1944,"['административный', 'юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
83,1940,"['административный', 'юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
84,1945,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
85,1969,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
86,1973,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
87,2003,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
88,1959,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
89,1966,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
90,1915,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'режим', 'налогообложение', 'налог']"
91,1942,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
92,1951,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
93,1901,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'режим', 'общественность', 'налогообложение']"
94,1930,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
95,1967,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
96,1963,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
97,1981,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
98,1938,"['административный', 'юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
99,1974,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
100,2000,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
101,1950,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
102,1927,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'налогообложение']"
103,1937,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'органы власти', 'налогообложение']"
104,1936,"['юрисдикция', 'юрисдикционный', 'органы власти', 'налогообложение']"
105,2008,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти']"
106,1965,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
107,1909,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'суверенитет', 'режим', 'налогообложение', 'налог']"
108,1988,"['юрисдикция', 'юрисдикционный', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
109,1953,"['юрисдикция', 'юрисдикционный', 'бюрократия', 'бюрократ', 'бюрократы', 'органы власти', 'налогообложение']"
