,year,words
37,1917,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
38,1923,"['либертарианство', 'федерализм', 'плюрализм']"
39,1949,"['либертарианство', 'федерализм', 'плюрализм']"
40,1905,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
41,1914,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
42,2009,"['анархизм', 'либертарианство', 'федерализм']"
43,1912,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
44,1994,"['анархизм', 'либертарианство', 'федерализм']"
45,1935,"['либертарианство', 'федерализм', 'плюрализм']"
46,1984,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
47,1952,"['либертарианство', 'федерализм', 'плюрализм']"
48,1989,"['анархизм', 'либертарианство', 'федерализм']"
49,1929,"['либертарианство', 'федерализм', 'плюрализм']"
50,2005,"['анархизм', 'либертарианство', 'федерализм']"
51,1996,"['анархизм', 'либертарианство', 'федерализм']"
52,1911,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
53,1933,"['либертарианство', 'федерализм', 'плюрализм']"
54,1982,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
55,1904,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
56,1964,"['либертарианство', 'федерализм', 'плюрализм']"
57,1941,"['либертарианство', 'федерализм', 'плюрализм']"
58,1979,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
59,1907,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
60,1992,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
61,1926,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
62,1976,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'плюрализм']"
63,1986,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
64,1957,"['либертарианство', 'федерализм', 'плюрализм']"
65,1947,"['либертарианство', 'федерализм', 'плюрализм']"
66,1920,"['либертарианство', 'плюрализм']"
67,1968,"['анархизм', 'либертарианство', 'федерализм', 'плюрализм']"
68,1946,"['либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
69,1961,"['либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
70,2002,"['анархизм', 'либертарианство', 'федерализм', 'плюрализм']"
71,1932,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
72,1980,"['либертарианство', 'либерализм', 'федерализм', 'плюрализм']"
73,1977,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
74,1902,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
75,1931,"['анархизм', 'либертарианство', 'федерализм', 'плюрализм']"
76,2007,"['анархизм', 'либертарианство', 'федерализм']"
77,1918,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
78,1990,"['анархизм', 'либертарианство', 'федерализм']"
79,1939,"['либертарианство', 'федерализм', 'плюрализм']"
80,1925,"['либертарианство', 'федерализм', 'плюрализм']"
81,1910,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
82,1944,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
83,1940,"['либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
84,1945,"['либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
85,1969,"['анархизм', 'либертарианство', 'федерализм', 'плюрализм']"
86,1973,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'плюрализм']"
87,2003,"['анархизм', 'либертарианство', 'индивидуализм']"
88,1959,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
89,1966,"['либертарианство', 'федерализм', 'плюрализм']"
90,1915,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
91,1942,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
92,1951,"['либертарианство', 'федерализм', 'плюрализм']"
93,1901,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
94,1930,"['либертарианство', 'федерализм', 'плюрализм']"
95,1967,"['анархизм', 'либертарианство', 'федерализм', 'плюрализм']"
96,1963,"['анархизм', 'либертарианство', 'федерализм', 'плюрализм']"
97,1981,"['анархизм', 'либертарианство', 'федерализм', 'плюрализм']"
98,1938,"['либертарианство', 'федерализм', 'плюрализм']"
99,1974,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
100,2000,"['анархизм', 'либертарианство']"
101,1950,"['либертарианство', 'федерализм', 'плюрализм']"
102,1927,"['либертарианство', 'федерализм', 'плюрализм']"
103,1937,"['либертарианство', 'федерализм', 'плюрализм']"
104,1936,"['либертарианство', 'федерализм', 'плюрализм']"
105,2008,"['анархизм', 'либертарианство', 'индивидуализм']"
106,1965,"['либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
107,1909,"['анархизм', 'либертарианство', 'либерализм', 'федерализм', 'индивидуализм', 'плюрализм']"
108,1988,"['анархизм', 'либертарианство', 'федерализм', 'индивидуализм', 'плюрализм']"
109,1953,"['либертарианство', 'федерализм', 'плюрализм']"
