,year,words
51,1996,"['в разработке', 'рецессия', 'медвежий']"
52,1911,"['в разработке', 'безработица', 'рецессия', 'медвежий']"
53,1933,"['в разработке', 'рецессия', 'медвежий']"
54,1982,"['в разработке', 'застой', 'рецессия', 'медвежий']"
55,1904,"['в разработке', 'безработица', 'рецессия', 'медвежий']"
56,1964,"['в разработке', 'рецессия', 'медвежий']"
57,1941,"['в разработке', 'рецессия', 'медвежий']"
58,1979,"['в разработке', 'рецессия', 'медвежий']"
59,1907,"['в разработке', 'рецессия', 'медвежий']"
60,1992,"['в разработке', 'рецессия', 'медвежий']"
61,1926,"['в разработке', 'рецессия', 'медвежий']"
62,1976,"['в разработке', 'рецессия', 'медвежий']"
63,1986,"['в разработке', 'рецессия', 'медвежий']"
64,1957,"['в разработке', 'рецессия', 'медвежий']"
65,1947,"['в разработке', 'рецессия', 'медвежий']"
66,1920,"['в разработке', 'застой', 'рецессия', 'медвежий']"
67,1968,"['в разработке', 'рецессия', 'медвежий']"
68,1946,"['в разработке', 'рецессия', 'медвежий']"
69,1961,"['в разработке', 'рецессия', 'медвежий']"
70,2002,"['в разработке', 'рецессия', 'медвежий']"
71,1932,"['в разработке', 'рецессия', 'медвежий']"
72,1980,"['в разработке', 'застой', 'рецессия', 'медвежий']"
73,1977,"['в разработке', 'рецессия', 'медвежий']"
74,1902,"['в разработке', 'безработица', 'рецессия', 'медвежий']"
75,1931,"['в разработке', 'рецессия', 'медвежий']"
76,2007,"['в разработке', 'застой', 'рецессия', 'медвежий']"
77,1918,"['в разработке', 'рецессия', 'медвежий']"
78,1990,"['в разработке', 'застой', 'рецессия', 'медвежий']"
79,1939,"['в разработке', 'рецессия', 'медвежий']"
80,1925,"['в разработке', 'рецессия', 'медвежий']"
81,1910,"['в разработке', 'безработица', 'рецессия', 'медвежий']"
82,1944,"['в разработке', 'безработица', 'застой', 'рецессия', 'медвежий']"
83,1940,"['в разработке', 'рецессия', 'медвежий']"
84,1945,"['в разработке', 'рецессия', 'медвежий']"
85,1969,"['в разработке', 'рецессия', 'медвежий']"
86,1973,"['в разработке', 'рецессия', 'медвежий']"
87,2003,"['в разработке', 'рецессия', 'медвежий']"
88,1959,"['в разработке', 'рецессия', 'медвежий']"
89,1966,"['в разработке', 'застой', 'рецессия', 'медвежий']"
90,1915,"['в разработке', 'безработица', 'рецессия', 'медвежий']"
91,1942,"['в разработке', 'безработица', 'рецессия', 'медвежий']"
92,1951,"['в разработке', 'рецессия', 'медвежий']"
93,1901,"['в разработке', 'безработица', 'застой', 'рецессия', 'медвежий']"
94,1930,"['в разработке', 'рецессия', 'медвежий']"
95,1967,"['в разработке', 'рецессия', 'медвежий']"
96,1963,"['в разработке', 'рецессия', 'медвежий']"
97,1981,"['в разработке', 'рецессия', 'медвежий']"
98,1938,"['в разработке', 'рецессия', 'медвежий']"
99,1974,"['в разработке', 'рецессия', 'медвежий']"
100,2000,"['в разработке', 'рецессия', 'медвежий']"
101,1950,"['в разработке', 'рецессия', 'медвежий']"
102,1927,"['в разработке', 'рецессия', 'медвежий']"
103,1937,"['в разработке', 'рецессия', 'медвежий']"
104,1936,"['в разработке', 'рецессия', 'медвежий']"
105,2008,"['в разработке', 'рецессия', 'медвежий']"
106,1965,"['в разработке', 'рецессия', 'медвежий']"
107,1909,"['в разработке', 'безработица', 'рецессия', 'медвежий']"
108,1988,"['в разработке', 'рецессия', 'медвежий']"
109,1953,"['в разработке', 'рецессия', 'медвежий']"
