,year,words
55,1904,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
56,1964,"['stagnazione', 'ribassista', nan, nan]"
57,1941,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
58,1979,"['ribassista', nan, nan]"
59,1907,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
60,1992,"['ribassista', nan, nan]"
61,1926,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
62,1976,"['ribassista', nan, nan]"
63,1986,"['ribassista', nan, nan]"
64,1957,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
65,1947,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
66,1920,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
67,1968,"['stagnazione', 'recessione', 'ribassista', nan, nan]"
68,1946,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
69,1961,"['stagnazione', 'ribassista', nan, nan]"
70,2002,"['ribassista', nan, nan]"
71,1932,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
72,1980,"['ribassista', nan, nan]"
73,1977,"['ribassista', nan, nan]"
74,1902,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
75,1931,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
76,2007,"['stagnazione', 'ribassista', nan, nan]"
77,1918,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
78,1990,"['ribassista', nan, nan]"
79,1939,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
80,1925,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
81,1910,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
82,1944,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
83,1940,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
84,1945,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
85,1969,"['ribassista', nan, nan]"
86,1973,"['ribassista', nan, nan]"
87,2003,"['ribassista', nan, nan]"
88,1959,"['sottosviluppo', 'stagnazione', 'ribassista', nan, nan]"
89,1966,"['stagnazione', 'ribassista', nan, nan]"
90,1915,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
91,1942,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
92,1951,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
93,1901,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
94,1930,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
95,1967,"['stagnazione', 'ribassista', nan, nan]"
96,1963,"['sottosviluppo', 'stagnazione', 'ribassista', nan, nan]"
97,1981,"['ribassista', nan, nan]"
98,1938,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
99,1974,"['ribassista', nan, nan]"
100,2000,"['ribassista', nan, nan]"
101,1950,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
102,1927,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
103,1937,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
104,1936,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
105,2008,"['stagnazione', 'ribassista', nan, nan]"
106,1965,"['stagnazione', 'ribassista', nan, nan]"
107,1909,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
108,1988,"['ribassista', nan, nan]"
109,1953,"['sottosviluppo', 'stagnazione', 'recessione', 'ribassista', nan, nan]"
